goid,publisher,date,article_type,section,tdm_topic_tags,page,word_count,title,paragrph_text,company_name
1531107677,New York Times,2014-05-18,News,SP,,SP.4,51,Sports Briefing,"peter sagan of slovakia won the seventh stage of the tour of california -- the 88.7-mile santa clarita road race -- in 3 hours 24 minutes 33 seconds, and bradley wiggins maintained his 30-second overall lead over rohan dennis. (ap)",
432653848,New York Times,2004-01-22,News,F,Interior design,F.1,1588,"From Paris Castoffs, A Recherche Retreat","''everything has been rescued in one form or another,'' said catherine levy, referring to the toy trunk she uses as a bench in her apartment here, her mismatched dining room chairs, the white enamel counter in her kitchen. almost everything in her 860-square-foot apartment, not far from the bastille, is meant to amuse. ms. levy is one half of tse & tse, a design partnership created in 1991 when she and sigolene prebois joined forces. playful interpretations of everyday objects (their row of test tubes known as the april vase; their light garlands of tiny bulbs dressed in colorful bows or paper cubes) have made tse & tse a hot name on the french contemporary design scene.they are not to be confused, however, with the french designer augustine tse and his tse fashion label; nor should they be confused with the fly that causes sleeping sickness, although that's what inspired the name. ''we wanted a name that could be separated into two parts,'' ms. levy said, by way of explanation.whether people understand the name or not, the company's wares are showing up all over the globe. their lighting and housewares are a sensation in japan. tse & tse's exploding circle of fairy lights, which sold for around $90 at habitat in london, was singled out as a fabulous holiday decoration by four british newspapers.inside modern living in toronto sells the tse & tse floor-to-ceiling totem pole carved birchwood storage unit. ''think of it as a tree with branches that hold vases, lamps, wire picture holders or metal shelves,'' said daniel aguacil, the store's owner, who is a fan of their work. in new york their housewares are at clio, karkula (the former breukelen) and at conran's.ms. levy's home, which she shares with her boyfriend, christophe prebois, a photographer and her business partner's brother, looks onto a quiet street a few blocks behind the bastille opera, a derelict neighborhood until a decade ago when it was pioneered by bobos -- france, too, has its bourgeois bohemians.the apartment shares the tse & tse aesthetic, where familiar items have been inventively repurposed. sitting at a table that was once a long wooden counter used in a textile shop for unrolling lengths of fabric, ms. levy explained how she found the chairs for the table -- several different shapes and sizes, now painted in bright colors -- on the street or at cheap flea markets as far a way as prague.''i don't believe i have ever bought a new piece of anything,'' she said, pointing out a metal file cabinet used as shelving, wooden crates that form a coffee table and pieces of hand-printed fabric from her sister's textile company, maison georgette, that she has hung to create a wardrobe in the bedroom.''i find it an amusing exercise to make use of what one has or comes across, to never succumb to a conforama or brico depot,'' she said, referring to the french equivalent of the home depot or lowe's. ''i've managed to carry the most impossible things onto airplanes,'' she said, including an entire standing closet that she carried back, in pieces, from japan. she found it at the salvation army in tokyo for $53.''shipping it would have cost a fortune,'' she said. ''it was either get it on the plane or leave it in the street.''ms. levy, 39, also collects fabrics when traveling -- mostly to india (where tse & tse produces some of its products) and japan. she brings the fabrics back to a tailor here who transforms them into the basic clothing she likes: long skirt, shirts that wrap or tie, shawls.ms. levy's clothing is like an album of her business trips. and she keeps extensive notebooks to catalog what she saw but could not bring back. in fact, tse & tse used a collage of pages from ms. levy's notebook to design a fabric print for the japanese fashion designer issey miyake.''everything we've designed has come out of a desire for pleasure,'' ms. levy said. ''we try to always amuse ourselves.'' she and ms. prebois made their porcelain and glass tableware (which includes dishes, carafes, bowls, goblets and cups in curvaceous, slightly asymmetrical forms) because they themselves needed plates.''we really liked them and so did our friends, so they became a tse & tse product,'' ms. levy said, adding as if it were unthinkable, ''we certainly didn't just sit down and say, 'let's make tableware.' ''ms. levy and ms. prebois were still students at the newly created ecole nationale superieure de creation industrielle when they began collaborating. the school was founded as an experiment, with no set curriculum, in 1983 by jacques lang, then the minister of culture. many successful french designers now in their 30's and 40's are products of the school, including jean-marie massaud, matali crasset and patrick jouin.''it was considered very experimental at the time,'' said francoise jollant kneebone, who was director of the school from 1998 to 2001. ''there was a lot of media coverage.''while still at school ms. levy and ms. prebois created a rubber jewelry collection that became a mini sensation in paris. ''we were cute and young, so the press loved us,'' said ms. levy, who grew up in the preppy 16th arrondissement here and remembers standing out from the other children. (for one thing, she wore coats her progressive mother brought back from afghanistan.)pierre romanet, director of the sentou galleries in paris began selling tse & tse products 10 years ago. he refers to the two as designers ''who are also artists -- which gives them that extra plus.''the much lamented store shi was the first in new york to discover the tse & tse aesthetic. ''when shi stopped selling them, she passed them on to me,'' said john erik, the owner of karkula, as if tse & tse was a precious resource not to be squandered. ''they create things that look superprecious, but they are very affordable.'' a case in point, he said, is their ink bowls. ''beautiful, food-safe bowls, a set of five, made of paper and covered in the natural resin of an african tree,'' he said. ''they look like wet black ink. a set of five is $125.''many tse & tse products have become contemporary classics of parisian homes. one is the glass flower vase hanging from the ceiling in a teardrop form (tse & tse designed the original, which has been much copied); another is its tiny igloo of porcelain for burning votive candles, and yet another, its porcelain fruit bowl with silver or gold interior or exterior. once considered the kiddies of the french design scene, the women are now so mainstream that they have designed for habitat and baccarat.ms. levy's style for furnishing her apartment reflects a poetic eye and a playful design aesthetic. her sofa from morocco is made of braided reeds, and she uses the wooden toy trunk from her childhood as a bench. a charles eames rocking chair was acquired for its light-hearted design. she liked the shape of a watchmaker's bench (curved to prevent delicate pieces from falling) and turned it into a shelf. her kitchen counter, which has a white enamel top, once stood in a medical laboratory.ms. levy stores her bed linens on a shelf above her bed in a row of nylon bags from southern india. the shelf was made from wood decorated with arabic lettering found in the street. and just below the ceiling in the living room are strings of lights in various sizes and shapes collected from europe and asia, including, of course, india.this fall, the french publisher seuil will bring out a book called ''cent % indian,'' devoted to ms. levy's collection of utilitarian indian objects. these playful light bulbs, radios and kitchen utensils were created under laws, since lifted, that promoted home-grown indian industries.and when those brightly colored lights around the ceiling burn out, what will she do? ''find something else that amuses me,'' she said.finding tse & tse''i love their work -- so well designed and so much fun,'' said michelle lehmann, an owner of clio in new york, which carries tse & tse vases, plates, hungry serving forks (below; platinum tips $76; all porcelain, $59), trays, votives and the tse & tse mirza teapot ($108; left). ''it's the most interestingly designed teapot i've ever seen,'' ms. lehmann said. ''it's art.'' clio, 92 thompson street (spring); (212) 966-8991.john erik, who owns karkula, carries tse & tse bowls, porcelain dishware and lamps. the set of five ink bowls costs $125. ''they are not kooky,'' he said of the designers. ''they are grounded in a design sense.'' karkula, 68 gansevoort street; (212) 645-2216.tse & tse's april vases ($3 each) and the hanging vase are in stock at the terence conran shop, 407 east 59th street; (866) 755-9079.   mallery roberts laneshooting star -- catherine levy, inset, combines lights from india and a pale green toy chest from her childhood. (photographs by eric morin for the new york times)(pg. f1); flying fish -- metal sculptures, above, are by christophe come. left, a watchmaker's table was turned into a shelf; surrounding it are assorted chairs from a belgian flea market.; paris playful -- catherine levy at home, top, at right, with sigolene prebois. right, ms. levy's kitchen; above, nylon bags from india store linens over her bed. (photographs by eric morin for the new york times)(pg. f10)",Tse & Tse
2560568321,USA TODAY,2021-08-13,News,MONEY,Gasoline prices,B.1,23,Gas Prices,per gallon of regular unleaded.yesterday avg.$3.186wednesday avg.$3.185week ago avg.$3.190month ago avg.$3.147year ago avg.$2.175,
433598660,New York Times,2007-05-03,News,B,,B.1,54,I Got the Horse Right Here,"steve mendoza, left, irwin johnson and wesley williams, all from brooklyn, attended opening day at belmont park yesterday, hoping for some horse racing thrills. page b2. (photo by todd heisler/the new york times)",
433960340,New York Times,2008-10-04,Commentary,A,Peace,A.18,437,Mr. Olmert's Belated Truths,"ehud olmert, israel's soon to be ex-prime minister, voiced some startling truths this week. he said that in exchange for peace, israel should withdraw from ""almost all"" of the west bank and share its capital city, jerusalem, with the palestinians. he also said that as part of a negotiated peace deal with syria, israel should be ready to give up the golan heights.it's frustrating that mr. olmert, who is stepping down as prime minister after being accused of corruption, waited so long to say these things. and it is tragic that he did not do more to act on those beliefs when he had real power.his statements in a farewell interview with the newspaper yediot ahronoth  were unlike anything any israeli political leader had dared to say -- at least publicly -- before. he also dismissed as ""megalomania"" any suggestion that israel should act by itself to destroy iran's nuclear program.there always has been far too wide a gap between mr. olmert's belief that israel's security and demographic survival depends on a two-state solution and what he has been willing to do to get such a deal. the palestinian president, mahmoud abbas, also has not shown nearly enough political courage. the result is that while the two men have been negotiating since the american-led annapolis peace conference last fall, very little progress has been made.there are, of course, many fraught issues to solve: drawing permanent boundaries that give israel defensible frontiers and the palestinians an economically viable state; finding a way for both states to claim jerusalem as their capital; and compensating and resettling palestinian refugees in the new palestinian state.but mr. olmert was never willing to take even the tactical steps needed to improve the lives of ordinary palestinians and give them a real stake in peace: fully freezing the expansion of jewish settlements and sufficiently reducing the roadblocks in the west bank that are strangling the palestinian economy. although a discredited messenger, mr. olmert still deserves credit for putting the most sensitive issues on the table and identifying the only viable formula for a peace agreement.tzipi livni, mr. olmert's designated successor, has been israel's chief negotiator for the past year. it is unlikely that she will show any candor while she tries to put together a coalition government. but we hope that she takes mr. olmert's truths to heart. and we hope she is willing to do what is needed to build a lasting peace.",
2869108043,Los Angeles Times,2023-09-27,News,California; Part B; Sports Desk,Scandals,B.9,187,SPORTS; ON THIS DATE,"1950 - ezzard charles wins a unanimous 15-round decision over joe louis at yankee stadium in new york to retain the world heavyweight title.1973 -- nolan ryan strikes out 16 in 11 innings for a record 383 that season.1975 -- kansas quarterback nolan cromwell rushes for an ncaa-record 294 yards in a 20-0 victory over oregon state.1987 -- nfl players go on strike.1988 -- canadian sprinter ben johnson is disqualified from the seoul olympics 100 meters after his urine sample is found to contain the steroid stanozolol. american carl lewis is awarded the gold medal and the world record of 9.92 seconds.1998 -- mark mcgwire gives baseball a new magic number, hitting two homers to reach 70 in the st. louis cardinals' season finale against montreal. it's mcgwire's fifth homer in the season-ending, three-game series. mcgwire's 70th and final home run of the season is a line shot over the left-field wall on a first-pitch fastball from carl pavano in the seventh inning.2000 -- the united states baseball team, managed by tommy lasorda, wins the olympic gold medal in sydney, australia.",
409725169,Washington Post The,2004-12-10,News,WEEKEND,,T.21,752,Area Attractions The Washin ...,"area attractionsthe washington, d.c., visitor information center is in the ronald reagan building and international trade center, 1300 pennsylvania ave. nw (metro: federal triangle, metro center). call 202-328-4748 for more information.the national park service can answer questions about many events, monuments and memorials in town. call 202-619-7222.here are some of the major tourist attractions in the washington area:arlington national cemetery  --  memorial drive, at southern end of memorial bridge (metro: arlington national cemetery); 703-607- 8000. the cemetery is open to the public at 8 a.m. daily. from april 1 to sept. 30 the cemetery closes at 7; the other six months it closes at 5. major attractions include the tomb of the unknowns, where a formal changing of the guard ceremony is held every half- hour in the summer and on the hour the rest of the year.bureau of engraving & printing  --  14th and c streets sw (metro: smithsonian); 202-874-3188. guided tours of the currency printing facility available monday through friday 9 to 2 (and from 5 to 6:40 june through august). admission is free. from september through february, no tickets are required.ford's theatre and lincoln museum -- 517 10th st. nw (metro: metro center, federal triangle); 202-426-6924. tours are free and self-guided. open daily 9 to 5 except during rehearsals and performances. ranger talks are offered at 15 minutes after the hour daily.franklin delano roosevelt memorial  --  in west potomac park, between the lincoln and jefferson memorials; 202-426-6841. open 8 a.m. to midnight daily. free admission. the seven-acre, outdoor memorial has four galleries, each representing a different term in fdr's presidency.jefferson memorial  --  south bank of the tidal basin (metro: smithsonian); 202-426-6821. open daily 8 a.m. to midnight.kennedy center  --  2700 f st. nw. 202-416-8340 (tdd: 202-416- 8728). free guided tours of the kennedy center are given in english monday through friday from 10 to 5 and saturday and sunday from 10 to 1. reservations recommended for groups of 20 or more. printed guides are available in english, arabic, chinese, french, german, hebrew, italian, japanese, korean, polish, russian, spanish and turkish. tours depart from the parking plaza on level a, and feature the hall of states and hall of nations, the center's theaters, and the dozens of paintings, sculptures, and other artworks given to the center by foreign countries.korean war veterans memorial  --  constitution avenue, between 21st and 22nd streets nw; 202-426-6841. open 24 hours a day; staffed daily from 8 a.m. to 11:45 p.m.  this memorial consists of 19 larger- than-life statues of soldiers from each branch of the armed forces whose images are reflected in a 164-foot-long wall bearing this message inlaid in silver: freedom is not free.lincoln memorial  --  23rd street nw, between constitution and independence avenues; 202-426-6842. open daily 8 a.m. to midnight. free admission.mount vernon  --  at the south end of the george washington parkway, eight miles south of alexandria; 703-780-2000. the 45-acre estate, home and burial place of george washington is open daily 9 to 4 november through february, 8 to 5 april through august, 9 to 5 in other months. adults $11, seniors $10.50, ages 6 through 11 $5, under 6 free.u.s. capitol  --  east capitol street and first street nw (metro: capitol south, union station); 202-225-6827. open daily from 9 a.m. to 3:30 p.m. (closed sundays, open national holidays) march through august, 9 to 3:30. september through february. guided tours offered monday through saturday from 9:30 to 3:30. free timed tickets distributed at 8:15 each morning. the line forms at the southwest corner of the capitol grounds at the corner of independence avenue and first street sw, across from the botanic gardens.  (one ticket per person.) free admission.vietnam veterans memorial  --  23rd street and constitution avenue nw; 202-634-1568. free admission. open 24 hours, staffed from 8 a.m. to 11:45 p.m.washington national cathedral  --  wisconsin and massachusetts avenues nw; 202-537-6200. open fall, winter, and spring mondays through fridays 10-5:30; saturdays 10-4:30; sundays 8-6:30; may 1 through labor day, weekdays 10 to 8, weekends 10 to 4:30. suggested donation $3 adults, $1 children. guided tours also available; call for schedules.white house  --  1600 pennsylvania ave. nw. 202-208-1631 or 202- 456-7041 (tdd: 202-208-1636 or 202-456-2121). tours of the white house can be arranged only through the office of a member of congress.",
1993706424,Washington Post The,2018-02-04,News,ARTS,Critics,E.3,200,Our critics help you see art,"not everyone's a critic. there's a difference between going to a show or a concert and going toworkseeing a show or hearing a concert, and then turning the experience into prose.we have our little ways, we cockeyed critics - tips and techniques picked up over years of writing reviews, sometimes at leisure and sometimes under extreme deadline pressure, responding to something familiar (beethoven again, or meryl streep) or to something barely identifiable flying in from left field.it's a reporting job, in part, because critics are the front-line eyes for people thinking about seeing something. like everyone else, critics want to be swept away. but, as movie critic ann hornaday writes in an enviably graceful phrase at the end of her notes (not spoiled here), they also have to keep a keen watch.what follows is a guide from washington post critics across the pop and fine arts spectrum: how to really get something out of that trip to the gallery, even how to open your muscles to music (see chris richards). it's a mantra - if you want to get more out of the art and entertainment, be ready to stretch.",
434085489,New York Times,2009-05-05,Review,C,Classical music,C.6,472,"Resilience of the Human Spirit, in Song","the mezzo-soprano anne sofie von otter has a knack for creating coherently themed programs, especially on her cds. bengt forsberg, a pianist and ms. von otter's regular accompanist, likes to champion lesser-known, underperformed composers. the violinist daniel hope takes pains to connect the music he plays to broader social and cultural issues. all three inclinations were fruitfully combined in ""terezin-theresienstadt,"" the fascinating, deeply moving program these artists presented with daniel muller-schott, a cellist, at zankel hall on saturday night.the music, much of it included on a cd of the same title issued by deutsche grammophon last year, was primarily written by composers interned at theresienstadt, a concentration camp near prague. despite perilous circumstances and constant degradation, art flourished in the camp, a fact the nazis eventually used for propaganda.at either end of the program was a plaintive song by ilse weber, a gifted poet and author who became a nurse at the camp, before she was sent to her death at auschwitz. ""ich wandre durch theresienstadt,"" which opened the concert, spoke to a desperate longing for freedom and home. ""wiegala,"" the tender lullaby that ended the program, was a haunting paean to nocturnal silence.what came between spoke to the resilience of the human spirit, even as it endures the unthinkable. there was a mordant humor in karel svenk's ""vsechno jde"" (""anything goes,"" also known as the ""terezin march"") and in an anonymous recasting of a selection from kalman's operetta ""grafin mariza.""viktor ullmann's ""beryozkele"" (""birch tree""), sung in yiddish, and zikmund schul's ""two chassidic dances,"" for violin (originally viola) and cello, showed that the nazi depredations had actually intensified a sense of jewish identity among artists and other intellectuals in the camp.still other works by ullmann, pavel haas and karel berman (the sole composer in the program who survived the war) proved that these composers were versed in the latest international styles and trends.bartok's spirit hovered over two works by erwin schulhoff, a czech composer who was never in theresienstadt but died in the nearby wulzburg camp. his duo for violin and cello, from 1925, featured beguiling blends of timbre and a technically dazzling zingaresca movement. the violin sonata no. 2, written two years later, was lean, muscular and energetic.always a lucid, insightful interpreter, ms. von otter found the expressive heart of everything she sang. mr. forsberg, mr. hope and mr. muller-schott were superb collaborators. a running commentary from the performers usefully illuminated the unimaginable circumstances under which this affecting music was created.terezin-theresienstadt: anne sofie von otter, right, and the pianist bengt forsberg at zankel hall on saturday.(photograph by hiroyuki ito for the new york times)",
422216858,Los Angeles Times,2007-10-04,News,California; Part B; Metro Desk,,B.1,726,ACLU faults decision on group; Letter to Chapman University says Jewish fraternity should get OK to recruit on campus.,"chapman university officials violated the constitutional rights of students who were trying to form a jewish fraternity when they ordered the men not to recruit on campus or wear t-shirts promoting sigma alpha mu, according to a letter the aclu sent university officials tuesday.""chapman, we have a problem,"" said hector villagra, director of the orange county office of the american civil liberties union of southern california. ""these students have free speech rights.""the fraternity organizer, pascal de maria, now a senior, said he did not believe anti-semitism was involved.chapman spokeswoman mary platt said the letter was under review and that some student contentions were untrue, such as being prohibited from wearing fraternity t-shirts.""they've been wearing those shirts all semester. there has been no action taken. that's ridiculous,"" she said. ""the university's only aim throughout all this is to assure that this group, as with any group, does not call itself an officially sanctioned chapman organization when it's not, because . . . it leaves the university with considerable liability.""the controversy's roots are more than 2 years old, when de maria and some friends decided to create a campus chapter of sigma alpha mu, a historically jewish fraternity. the students began recruiting members and meeting with university officials in spring 2005 about the application process. in april 2006, the university allowed a fraternity to set up on campus but turned down several, including sigma alpha mu.at the same time, the group's national organization gave the students ""colony"" status, a step below chapter status, and the chapman students began wearing t-shirts emblazoned with the greek letters on campus.in september 2006, joseph kertes and administrator chris hutchinson sent de maria a letter ordering him to stop advertising fraternity events on campus and forbade him to hold fraternity events on campus or meeting at chapman before heading to off-campus events.they also said the group must clearly indicate that it is not affiliated with chapman and request that the national organization send a letter to university officials stating that there is no chapter at the campus, and to agree to carry insurance coverage for chapman students who associate with the local fraternity.the letter was sent to several administrators, as well as the leaders of the university's sanctioned fraternities and sororities.chapman also sent leaders of these groups letters urging them to report to university officials if de maria or the other sigma alpha mu members were seen congregating on campus or wearing their t- shirts, villagra said.""i felt like a prisoner at the school i go to,"" de maria said.platt said she could not comment on the september 2006 letter because it would violate de maria's privacy rights.the university's decision to distribute the letter to other students is the subject of a complaint de maria filed with the federal government.she said the group was offered the option of becoming a school club, which is a much simpler process than becoming a fraternity.the only difference is that the group would have to admit any man or woman who applied, she said.the aclu letter does not question the university's decision to deny the group its imprimatur but seeks a retraction of the restrictions in the september 2006 letter, as well as expunging students' records of anything relating to the fraternity issue.villagra said that the restrictions were applied only to sigma alpha mu and not to any other unauthorized group that claims a chapman affiliation, such as the assn. of intellegentpot smokers and the under age drinkers (cu chapter), both of which assert school affiliation on their facebook pages.platt said university officials lacked the resources to police the internet.villagra said if the university failed to act, the aclu would consider suing.de maria said he would be happy if his group could do what other fraternal groups do -- play ultimate frisbee on the quad and hold meetings, charity benefits and social events.""we have no intention of making the university angry or provoking them,"" he said.""we really just wanted to associate ourselves with a brotherhood.""",
410138563,Washington Post The,2007-07-26,Commentary,EDITORIAL,Fuel economy standards,A.20,594,Leadership Needed; Higher fuel economy standards may be doomed without Nancy Pelosi's support.,"there is a pitched battle underway in the house of representatives over whether to introduce an amendment to increase the corporate average fuel economy (cafe) standard in the energy package due to hit the floor before congress takes off for its august recess. while one camp is eager to follow the senate's aggressive boost in cafe requirements for the first time since 1975, another advocates tapping the brakes.  leadership from speaker nancy pelosi (d-calif.) could help resolve this fight. but she has been loath to exert it publicly.when the senate passed its energy bill in june, it raised cafe standards, which rest around 25 miles per gallon today, to an average of 35 mpg for all cars, light trucks and sport-utility vehicles by 2020. yet an initial attempt to address fuel economy in the house was scuttled by powerful energy committee chairman john d. dingell (d-mich.). he wants to address the issue in the climate change legislation he plans to introduce this fall. environmental advocates rightly worry that such a punt means a boost in cafe standards won't happen. but one must. the transportation sector accounts for a third of u.s. carbon dioxide emissions, a major contributor to global warming. even the national petroleum council,  charged by president bush to study the nation's energy sector, urged in a report released last week that the fuel economy of cars and light trucks be improved ""at the maximum rate possible.""the bill from rep. edward j. markey (d-mass.) has 150 sponsors and would go a long way toward achieving that.  it would require a boost in cafe standards for both cars and light trucks to an average of 35 mpg by 2018. but a rival bill from rep. baron p. hill (d-ind.) and rep. lee terry (r-neb.) that has 103 sponsors, including mr. dingell, would proceed more slowly by creating separate standards for cars and trucks and allowing the government to set a standard for cars of not less than an average of 32 miles per gallon but not more than 35 miles per gallon by 2022. in addition, the bill attempts to undermine california's tough new air pollution laws by getting the transportation department, which deals with fuel economy, into the business of regulating carbon emissions, which the supreme court ruled in the spring is within the purview of the environmental protection agency. an all-republican bill from rep. joe l. barton (r-tex.) and more than two dozen other sponsors seeks to slow things down even further by proposing a fuel efficiency average of 35 mpg for cars and 27.5 mpg for light trucks by 2022.ms. pelosi is already on record supporting higher cafe standards for cars and light trucks. considering that mr. markey is a close ally of ms. pelosi, it is not difficult to imagine her backing his  bill. but she has yet to commit to allowing it  --  or any other cafe legislation  --  to be offered as an amendment when the energy bill comes to the floor. it is vitally important that the house pass its own cafe legislation. to hope and pray that the senate version survives the conference process, during which mr. dingell will assuredly have a role, is a bad strategy. so is putting off action until mr. dingell's climate change legislation is introduced.  the momentum is there for strong cafe standards. a public nod from ms. pelosi could be all mr. markey needs to get his amendment the support it requires to pass.",House of Representatives
422115807,Los Angeles Times,2006-12-16,News,Main News; Part A; National Desk,,A.2,124,For the Record,"correction: see correction appended; silicon: in a for the record item that ran dec. 16 and in wednesday's food section, silicon was referred to as a compound. it is an element.; silicon: in a for the record item that ran dec. 16 and in the dec. 20 food section, silicon was referred to as a compound. it is an element.baking sheet liners: in an article in wednesday's food section about preparing cookie sheets, the word silicone, a compound used in manufacturing silpat and other pan liners as well as baker's parchment paper, was misspelled as silicon, a different compound.message no: 67412",
422038591,Los Angeles Times,2006-07-23,News,Sports; Part D; Sports Desk,,D.8,291,AROUND THE MAJORS; Report Says Feds Got Bonds' Files,"federal prosecutors obtained barry bonds' medical files as part of their investigation into whether the slugger perjured himself when he said he never knowingly used steroids, the san francisco chronicle reported saturday.two people familiar with the probe told the chronicle that the u.s. attorney's office received the records wednesday in response to a subpoena issued to the san francisco giants, bonds' team. the sources requested anonymity because of the investigation's sensitivity.u.s. atty. kevin ryan said thursday his office still was pursuing an ""ongoing steroid-related investigation"" even though a federal grand jury considering possible perjury and tax-evasion charges against bonds expired that day without an indictment. a new grand jury is expected to be impaneled thursday.ryan said he had postponed his decision on whether to seek an indictment of bonds ""in light of some recent developments."" the receipt of the medical records was one of those developments, sources told the chronicle. the records are believed to include information about three operations bonds had last season to treat his right knee, as well as surgery for an elbow injury in 1999.prosecutors subpoenaed the documents nearly two months ago, but bonds' attorneys went to federal court to stop the government from obtaining the records before prosecutors prevailed.boston put starting pitcher tim wakefield on the 15-day disabled list because of a stress fracture in the area of his rib cage. the move is retroactive to tuesday.... cincinnati put left-hander kent mercker on the 15-day disabled list because of a sore elbow.... san diego acquired right-hander scott williamson from the chicago cubs for two minor league pitchers.",
422068435,Los Angeles Times,2006-05-16,Commentary,Sports; Part D; Sports Desk,Coaches & managers,D.2,998,The Inside Track; Eric Sondheimer / ON HIGH SCHOOLS; Football Showcase Is Place to See and Be Seen,"it's a gorgeous, cloudless morning, and 230 college football coaches have converged on stanford's practice field to observe close to 500 high school players dressed in shorts and gray shirts with numbers painted on their legs and plastered on their backs.pete carroll of usc is shaking hands with hall of fame coach bill walsh and future hall of fame receiver jerry rice. coach charlie weis of notre dame is huddled with five of his assistants. coaches jeff tedford of california, mike riley of oregon state, walt harris of stanford and karl dorrell of ucla are wandering nearby.""anybody you want to see, they're here,"" tedford said of the mini- coaches convention the day before mother's day.the nike-sponsored training camp is football's version of a buffet. coaches are given the rare opportunity to scout hundreds of prospects in a single setting.it's a spectacle watching highly paid and highly visible coaches devote so much scrutiny to teenagers who aren't even wearing shoulder pads.""if you think of the process of recruiting, you don't get to visualize enough,"" riley said. ""this is a little bit of a zoo because of the numbers, but there's a lot of benefits. you get to watch them move, watch them run, see if they're really 6-3, 215 pounds.""there are lots of high school coaches who think the combines and training camps are a waste of effort. that's what i thought until saturday.the chance to be seen by so many influential college coaches and to compete against the best is too valuable to bypass.the players are tested in the early sessions while coaches stand in a roped-off area mostly talking with each other. others are paying attention to players running 40-yard sprints, throwing and jumping. pat ruel, usc's offensive line coach, has brought along binoculars so he can get an up-close view of the linemen.later, players take part in position drills, and the coaches are allowed to freely roam the field. the coaches want the players to know they are there. each one is wearing either a hat or shirt with an insignia identifying their school, and the players notice.kenny rowe, a highly recruited defensive end from long beach poly, is moving from drill to drill, but he's asked if he sees any particular schools represented. he starts rattling off, ""usc, ucla, mississippi, oregon, washington ... ""some schools have brought as many as six coaches to the event so that each can evaluate players at respective positions.""this is great for kids,"" said rice, who gave a pep talk to the players. ""these guys have an opportunity of a lifetime. you get a chance to showcase what you can do.""but scholarships are more likely to be offered based on a performance at a specific college training camp during the summer than this one in may because there are too many players to evaluate and the coaches aren't working with the players individually.""all this doesn't mean anything unless you can put on the pads,"" linebacker jordan campbell of norco said. ""a guy can run a 4.4 40, but can he take a hit?""there are 12 nike training camps held throughout the country, and there is uncertainty whether coaches will be allowed to attend future camps. an ncaa rule adopted last month will ban coaches from attending combines that are devoted exclusively to testing for agility, speed and strength. what elements must be included in a training camp that would allow college coaches to attend is still be to interpreted, said erik price, an assistant commissioner for the pacific 10 conference.many camp participants already had scholarship offers but wanted to test themselves against other top prospects.chris forcier, a quarterback from san diego st. augustine, has committed to ucla. he said he was interested in trying to convince others that he's one of the best in the nation.most of the coaches already knew before the camp who they wanted to see, and it's a chance for them to confirm their initial impressions or discover something they didn't notice on video.there are risks involved for the athletes, such as letting everyone know they aren't as tall as listed on their high school roster. and those who might have been involved in other sports would have been wise to skip the camp because it's a grueling, competitive event for which you should train.""it's a necessary thing because you need some kind of standardized test to gauge an athlete,"" said james mitchell, the strength coach at harbor city narbonne, who escorted running back eveian grigsby to the camp. ""it's good because once you get ranked, it ups your credibility.""it helps to have consulted with someone who already went through the recruiting process, and that was the luxury for quarterback ben longshore of canyon country canyon. his brother, nate, a quarterback at california, drove 45 minutes from berkeley to support ben and give advice.""i'm the comic relief,"" nate said. ""i keep him relaxed. i think he has one of the best arms out here, and that's one of the most important things. i'm sure he'll excite some people. he can hum it. i told him to let it loose and show what his arm is all about. if you can be relaxed in a setting like this, the coaches will know you have a comfort level and confidence in your ability.""in the end, the coaches with their designer sunglasses and state- of-the-art cellphones couldn't have been happier.said san diego state assistant jonathan himebauch: ""i think nike is trying to help lower gas prices by getting everyone in one spot, so we have to get off the freeways.""",
410026901,Washington Post The,2006-02-24,News,WEEKEND,,T.04,66,GET LISTED Weekend lists eve ...,"weekend lists events as space permits. mail notices  --  with date, time, address, cost, phone number  --  to the appropriate heading (concerts, on stage, etc.), weekend, the washington post, 1150 15th st. nw, washington, d.c. 20071-5650. deadline is 10 days before publication date.editorial content/free listings:paid advertising/display ads:",
